property_id,title,description,price_usd,area_sqft,location,bedrooms,bathrooms,property_type,amenities,listing_date,image_url
USA0835,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1917679,1487,"San Francisco, CA",2,2,Villa,"Security System, Backyard, Fireplace, Smart Home System",2024-08-11,https://images.pexels.com/photos/26812642/pexels-photo-26812642.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0836,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,2234189,1319,"Los Angeles, CA",3,3,Condo,"Walk-in Closet, Fireplace, Security System",2024-11-03,https://images.pexels.com/photos/7587882/pexels-photo-7587882.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0837,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,748806,4720,"Miami, FL",5,4,Penthouse,"Solar Panels, Security System, Central AC, Backyard, Smart Home System",2025-01-13,https://images.pexels.com/photos/7031406/pexels-photo-7031406.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0838,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,186511,2032,"New York, NY",5,3,Villa,"Smart Home System, Backyard, Security System, Garage, Walk-in Closet",2025-11-04,https://images.pexels.com/photos/323775/pexels-photo-323775.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0839,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,780135,5499,"Atlanta, GA",3,4,Penthouse,"Solar Panels, Smart Home System, Security System, Walk-in Closet, Backyard, Swimming Pool",2024-04-26,https://images.pexels.com/photos/5213344/pexels-photo-5213344.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0840,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,842827,3603,"New York, NY",4,4,Townhouse,"Central AC, Backyard, Garage, Fireplace, Solar Panels",2024-07-23,https://images.pexels.com/photos/18273285/pexels-photo-18273285.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0841,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,2031690,3203,"New York, NY",3,4,Townhouse,"Backyard, Garage, Fireplace",2025-01-29,https://images.pexels.com/photos/7587878/pexels-photo-7587878.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0842,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,2174634,2993,"Houston, TX",4,5,Apartment,"Fireplace, Garage, Swimming Pool, Backyard, Solar Panels, Security System",2025-05-02,https://images.pexels.com/photos/8134748/pexels-photo-8134748.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0843,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1737963,2893,"Chicago, IL",6,2,Apartment,"Walk-in Closet, Garage, Fireplace, Swimming Pool, Smart Home System",2024-02-25,https://images.pexels.com/photos/13203184/pexels-photo-13203184.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0844,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,666673,4860,"Houston, TX",2,3,Townhouse,"Solar Panels, Walk-in Closet, Central AC",2025-11-12,https://images.pexels.com/photos/259588/pexels-photo-259588.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0845,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1233759,1269,"Miami, FL",4,2,Villa,"Security System, Backyard, Central AC, Garage",2024-01-29,https://images.pexels.com/photos/33162457/pexels-photo-33162457.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0846,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,295202,4803,"Seattle, WA",2,4,Apartment,"Walk-in Closet, Fireplace, Smart Home System, Central AC, Garage",2024-07-16,https://images.pexels.com/photos/2254182/pexels-photo-2254182.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0847,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,920081,2427,"Houston, TX",4,3,Penthouse,"Central AC, Swimming Pool, Fireplace, Garage, Smart Home System",2025-02-07,https://images.pexels.com/photos/12713155/pexels-photo-12713155.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0848,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,480091,3343,"Atlanta, GA",4,5,Townhouse,"Smart Home System, Central AC, Swimming Pool, Backyard",2024-08-29,https://images.pexels.com/photos/12119564/pexels-photo-12119564.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0849,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,2232906,1634,"Seattle, WA",5,2,Townhouse,"Smart Home System, Fireplace, Solar Panels",2025-11-04,https://images.pexels.com/photos/1105754/pexels-photo-1105754.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0850,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,2001193,4460,"Boston, MA",2,2,Single Family Home,"Solar Panels, Swimming Pool, Smart Home System, Garage, Fireplace, Walk-in Closet",2025-03-15,https://images.pexels.com/photos/164558/pexels-photo-164558.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0851,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,2371427,1567,"Boston, MA",2,3,Condo,"Walk-in Closet, Central AC, Backyard",2024-04-14,https://images.pexels.com/photos/4832503/pexels-photo-4832503.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0852,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,2243833,2938,"Seattle, WA",5,2,Villa,"Security System, Backyard, Fireplace, Central AC, Swimming Pool",2024-06-21,https://images.pexels.com/photos/5644257/pexels-photo-5644257.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0853,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1075694,3811,"Boston, MA",3,4,Townhouse,"Central AC, Smart Home System, Garage, Fireplace, Solar Panels",2024-10-12,https://images.pexels.com/photos/31737860/pexels-photo-31737860.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0854,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,335682,2044,"New York, NY",3,3,Apartment,"Backyard, Walk-in Closet, Swimming Pool, Smart Home System",2025-01-02,https://images.pexels.com/photos/4394214/pexels-photo-4394214.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0855,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1777493,2302,"Seattle, WA",5,2,Townhouse,"Swimming Pool, Garage, Security System, Smart Home System, Backyard, Fireplace",2024-05-16,https://images.pexels.com/photos/8134745/pexels-photo-8134745.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0856,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,2167927,3365,"New York, NY",4,5,Villa,"Smart Home System, Central AC, Backyard, Swimming Pool",2025-08-02,https://images.pexels.com/photos/13041121/pexels-photo-13041121.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0857,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1135164,3842,"Miami, FL",6,2,Penthouse,"Swimming Pool, Smart Home System, Solar Panels, Fireplace, Garage",2024-12-05,https://images.pexels.com/photos/4258282/pexels-photo-4258282.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0858,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,1415997,3788,"Austin, TX",6,2,Townhouse,"Backyard, Garage, Solar Panels, Fireplace, Swimming Pool, Security System",2024-08-24,https://images.pexels.com/photos/12713153/pexels-photo-12713153.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0859,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,2185350,1710,"Boston, MA",6,4,Townhouse,"Smart Home System, Fireplace, Swimming Pool",2024-12-19,https://images.pexels.com/photos/186077/pexels-photo-186077.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0860,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1925802,2540,"Houston, TX",5,2,Single Family Home,"Smart Home System, Central AC, Walk-in Closet",2025-07-02,https://images.pexels.com/photos/93375/pexels-photo-93375.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0861,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1986901,4326,"Boston, MA",5,5,Penthouse,"Garage, Swimming Pool, Fireplace, Security System, Backyard, Solar Panels",2024-10-04,https://images.pexels.com/photos/3612406/pexels-photo-3612406.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0862,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,2496040,2402,"San Francisco, CA",3,3,Condo,"Fireplace, Garage, Walk-in Closet, Solar Panels, Security System",2024-07-30,https://images.pexels.com/photos/35705942/pexels-photo-35705942.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0863,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,192668,4050,"Atlanta, GA",6,5,Villa,"Swimming Pool, Garage, Security System, Walk-in Closet",2025-07-09,https://images.pexels.com/photos/5505129/pexels-photo-5505129.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0864,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,281821,3922,"San Francisco, CA",4,4,Single Family Home,"Backyard, Garage, Fireplace, Swimming Pool, Walk-in Closet, Smart Home System",2025-04-09,https://images.pexels.com/photos/6510949/pexels-photo-6510949.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0865,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,135093,1896,"Atlanta, GA",2,4,Single Family Home,"Central AC, Garage, Backyard, Security System, Fireplace",2025-08-28,https://images.pexels.com/photos/17924970/pexels-photo-17924970.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0866,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,543824,3379,"Miami, FL",5,2,Penthouse,"Smart Home System, Central AC, Swimming Pool, Security System, Fireplace",2024-10-08,https://images.pexels.com/photos/7031608/pexels-photo-7031608.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0867,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,759628,1173,"Austin, TX",3,2,Condo,"Walk-in Closet, Backyard, Central AC, Security System, Garage, Solar Panels",2025-03-14,https://images.pexels.com/photos/4070983/pexels-photo-4070983.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0868,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1093031,2872,"Austin, TX",6,5,Townhouse,"Central AC, Swimming Pool, Solar Panels, Security System, Walk-in Closet",2025-05-17,https://images.pexels.com/photos/35306093/pexels-photo-35306093.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0869,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,216823,3594,"San Francisco, CA",4,5,Townhouse,"Security System, Central AC, Backyard",2024-04-13,https://images.pexels.com/photos/2119714/pexels-photo-2119714.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0870,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,307897,4730,"New York, NY",5,5,Villa,"Central AC, Smart Home System, Backyard, Security System, Swimming Pool",2025-11-12,https://images.pexels.com/photos/9976121/pexels-photo-9976121.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0871,Modern Suburban Home,Beautiful modern home located in a prime US neighborhood with high investment potential.,1289575,1851,"Atlanta, GA",5,4,Apartment,"Swimming Pool, Central AC, Security System, Solar Panels",2024-05-06,https://images.pexels.com/photos/32666364/pexels-photo-32666364.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0872,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1933403,3139,"New York, NY",2,2,Condo,"Solar Panels, Fireplace, Backyard, Swimming Pool",2025-06-22,https://images.pexels.com/photos/4123921/pexels-photo-4123921.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0873,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,2190605,1425,"Seattle, WA",4,5,Villa,"Solar Panels, Backyard, Security System, Swimming Pool, Central AC",2025-05-12,https://images.pexels.com/photos/3010014/pexels-photo-3010014.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0874,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,304271,3007,"Los Angeles, CA",4,2,Apartment,"Backyard, Swimming Pool, Smart Home System, Central AC, Fireplace",2025-10-29,https://images.pexels.com/photos/4469150/pexels-photo-4469150.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0875,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,1991065,4834,"San Francisco, CA",6,2,Single Family Home,"Security System, Garage, Solar Panels, Smart Home System, Walk-in Closet",2024-06-24,https://images.pexels.com/photos/30278097/pexels-photo-30278097.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0876,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,805015,1187,"Houston, TX",3,5,Apartment,"Backyard, Garage, Smart Home System, Swimming Pool, Walk-in Closet, Solar Panels",2024-05-13,https://images.pexels.com/photos/129494/pexels-photo-129494.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0877,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1314631,5016,"Houston, TX",6,4,Single Family Home,"Backyard, Security System, Solar Panels, Garage",2024-10-15,https://images.pexels.com/photos/8962343/pexels-photo-8962343.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0878,Elegant Contemporary Villa,Beautiful modern home located in a prime US neighborhood with high investment potential.,2351745,2619,"Miami, FL",4,3,Penthouse,"Backyard, Swimming Pool, Solar Panels, Security System, Walk-in Closet, Garage",2025-06-20,https://images.pexels.com/photos/2455398/pexels-photo-2455398.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0879,Luxury Family Residence,Beautiful modern home located in a prime US neighborhood with high investment potential.,1672885,2371,"New York, NY",5,2,Villa,"Central AC, Garage, Backyard, Security System, Swimming Pool",2025-07-31,https://images.pexels.com/photos/7031412/pexels-photo-7031412.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
USA0880,Premium Downtown Condo,Beautiful modern home located in a prime US neighborhood with high investment potential.,1970299,5406,"New York, NY",2,3,Single Family Home,"Security System, Walk-in Closet, Central AC, Backyard, Swimming Pool",2025-11-27,https://images.pexels.com/photos/277667/pexels-photo-277667.jpeg?auto=compress&cs=tinysrgb&h=650&w=940
